"Date","EventId","Provider","Hint","Summary","Message"
"9/25/2025 4:25:23 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 531 to 532.","The system session has transitioned from 531 to 532.

Reason InputMouse 

BootId: 22"
"9/25/2025 4:25:23 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 4:25:24 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 532 to 533.","The system session has transitioned from 532 to 533.

Reason 16777220 

BootId: 22"
"9/25/2025 4:25:24 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 4:27:02 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 533 to 534.","The system session has transitioned from 533 to 534.

Reason InputMouse 

BootId: 22"
"9/25/2025 4:27:02 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 4:27:02 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 534 to 535.","The system session has transitioned from 534 to 535.

Reason 16777220 

BootId: 22"
"9/25/2025 4:27:02 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 4:57:07 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 535 to 536.","The system session has transitioned from 535 to 536.

Reason InputMouse 

BootId: 22"
"9/25/2025 4:57:08 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 4:57:08 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 536 to 537.","The system session has transitioned from 536 to 537.

Reason 16777220 

BootId: 22"
"9/25/2025 4:57:08 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 4:58:22 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 537 to 538.","The system session has transitioned from 537 to 538.

Reason InputMouse 

BootId: 22"
"9/25/2025 4:58:22 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 4:58:22 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 538 to 539.","The system session has transitioned from 538 to 539.

Reason 16777220 

BootId: 22"
"9/25/2025 4:58:22 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 5:28:28 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 539 to 540.","The system session has transitioned from 539 to 540.

Reason InputMouse 

BootId: 22"
"9/25/2025 5:28:28 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 5:28:28 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 540 to 541.","The system session has transitioned from 540 to 541.

Reason 16777220 

BootId: 22"
"9/25/2025 5:28:28 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 5:30:01 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 541 to 542.","The system session has transitioned from 541 to 542.

Reason InputMouse 

BootId: 22"
"9/25/2025 5:37:03 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"9/25/2025 5:37:03 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 542 to 543.","The system session has transitioned from 542 to 543.

Reason 16777224 

BootId: 22"
"9/25/2025 5:37:03 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"9/25/2025 5:55:14 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 543 to 544.","The system session has transitioned from 543 to 544.

Reason InputMouse 

BootId: 22"
"9/25/2025 6:29:33 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 6:29:33 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 544 to 545.","The system session has transitioned from 544 to 545.

Reason 16777220 

BootId: 22"
"9/25/2025 6:29:33 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 7:34:37 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 545 to 546.","The system session has transitioned from 545 to 546.

Reason InputMouse 

BootId: 22"
"9/25/2025 7:37:25 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 7:37:25 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/25/2025 7:37:25 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 546 to 547.","The system session has transitioned from 546 to 547.

Reason InputMouse 

BootId: 22"
"9/25/2025 7:37:25 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/25/2025 7:37:35 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 547 to 548.","The system session has transitioned from 547 to 548.

Reason InputMouse 

BootId: 22"
"9/25/2025 7:37:41 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 7:38:59 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 7:39:01 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 7:39:01 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 7:39:05 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 7:41:18 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 7:41:18 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 7:41:18 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 548 to 549.","The system session has transitioned from 548 to 549.

Reason 55 

BootId: 22"
"9/25/2025 7:41:18 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 7:41:28 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 549 to 550.","The system session has transitioned from 549 to 550.

Reason 55 

BootId: 22"
"9/25/2025 7:41:35 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Policy Setting","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"9/25/2025 8:10:13 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 8:10:13 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:10:13 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 550 to 551.","The system session has transitioned from 550 to 551.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:10:43 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 551 to 552.","The system session has transitioned from 551 to 552.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 8:10:43 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 8:12:46 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:12:46 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 552 to 554.","The system session has transitioned from 552 to 554.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:12:46 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 8:14:26 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 554 to 555.","The system session has transitioned from 554 to 555.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:14:26 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 8:14:26 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T12:14:26.298820300Z from ‎2025‎-‎09‎-‎25T12:14:26.283235600Z.","The system time has changed to ‎2025‎-‎09‎-‎25T12:14:26.298820300Z from ‎2025‎-‎09‎-‎25T12:14:26.283235600Z.
Time Delta: 15 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T08:14:26.298820300Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 8:14:32 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 8:14:48 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 8:14:48 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 8:14:48 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 555 to 556.","The system session has transitioned from 555 to 556.

Reason 55 

BootId: 22"
"9/25/2025 8:14:48 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 8:14:59 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 556 to 557.","The system session has transitioned from 556 to 557.

Reason 55 

BootId: 22"
"9/25/2025 8:15:10 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Policy Setting","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"9/25/2025 8:29:29 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 8:29:30 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:29:30 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 557 to 558.","The system session has transitioned from 557 to 558.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:29:40 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 8:32:09 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 558 to 559.","The system session has transitioned from 558 to 559.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:32:09 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 8:32:16 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 559 to 560.","The system session has transitioned from 559 to 560.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:32:16 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 8:32:16 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T12:32:16.605928900Z from ‎2025‎-‎09‎-‎25T12:32:16.605435200Z.","The system time has changed to ‎2025‎-‎09‎-‎25T12:32:16.605928900Z from ‎2025‎-‎09‎-‎25T12:32:16.605435200Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T08:32:16.605928900Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 8:32:16 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/25/2025 8:32:16 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 560 to 561.","The system session has transitioned from 560 to 561.

Reason 16777220 

BootId: 22"
"9/25/2025 8:32:16 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/25/2025 8:32:26 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:32:26 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 561 to 563.","The system session has transitioned from 561 to 563.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:34:39 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 563 to 564.","The system session has transitioned from 563 to 564.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:34:39 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 8:34:44 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:34:44 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 564 to 566.","The system session has transitioned from 564 to 566.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:41:50 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 566 to 567.","The system session has transitioned from 566 to 567.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:41:50 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 8:41:59 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:41:59 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 567 to 569.","The system session has transitioned from 567 to 569.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:59:05 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 8:59:43 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 569 to 570.","The system session has transitioned from 569 to 570.

Reason PolicyChange 

BootId: 22"
"9/25/2025 8:59:43 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 8:59:47 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 8:59:47 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 570 to 572.","The system session has transitioned from 570 to 572.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:02:02 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 572 to 573.","The system session has transitioned from 572 to 573.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:02:02 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 9:02:05 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 573 to 574.","The system session has transitioned from 573 to 574.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:02:05 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 9:02:05 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T13:02:05.816810800Z from ‎2025‎-‎09‎-‎25T13:02:05.816480500Z.","The system time has changed to ‎2025‎-‎09‎-‎25T13:02:05.816810800Z from ‎2025‎-‎09‎-‎25T13:02:05.816480500Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T09:02:05.816810800Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 9:02:13 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 9:07:09 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 9:07:09 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 9:07:09 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 574 to 575.","The system session has transitioned from 574 to 575.

Reason 55 

BootId: 22"
"9/25/2025 9:07:09 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 9:07:19 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 575 to 576.","The system session has transitioned from 575 to 576.

Reason 55 

BootId: 22"
"9/25/2025 9:07:26 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Policy Setting","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"9/25/2025 9:27:35 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 9:27:36 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 9:27:36 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 9:27:36 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 576 to 577.","The system session has transitioned from 576 to 577.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:28:17 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 9:28:24 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 577 to 578.","The system session has transitioned from 577 to 578.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:28:24 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 9:28:27 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 578 to 579.","The system session has transitioned from 578 to 579.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:28:27 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 9:28:27 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T13:28:27.604234400Z from ‎2025‎-‎09‎-‎25T13:28:27.599695700Z.","The system time has changed to ‎2025‎-‎09‎-‎25T13:28:27.604234400Z from ‎2025‎-‎09‎-‎25T13:28:27.599695700Z.
Time Delta: 4 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T09:28:27.604234400Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
